time,CSB,location,AFS63,COV19,Temperature
580,105.9,MW023,68.3,2093.8,0.0
585,105.9,MW023,68.3,2082.6,0.0
590,105.9,MW023,68.3,2078.8,0.0
595,105.9,MW023,68.3,2073.2,0.0
600,105.9,MW023,68.3,2091.4,0.0
605,105.9,MW023,68.3,2097.8,0.0
610,105.9,MW023,68.3,2030.8,0.0
615,105.9,MW023,68.3,2018.2,0.0
620,105.9,MW023,68.3,2021.4,0.0
625,105.9,MW023,68.3,2027.6,0.0
630,105.9,MW023,68.3,2051.9,0.0
635,105.9,MW023,68.3,2034.8,0.0
640,105.9,MW023,68.3,2029.4,0.0
645,105.9,MW023,68.3,2036.2,0.0
650,105.9,MW023,68.3,2051.8,0.0
655,105.9,MW023,68.3,2035.6,0.0
660,105.9,MW023,68.3,2039.4,0.0
665,105.9,MW023,68.3,2019.7,0.0
670,105.9,MW023,68.3,2006.2,0.0
675,105.9,MW023,68.3,2024.0,0.0
680,105.9,MW023,68.3,2035.8,0.0
685,105.9,MW023,68.3,2034.7,0.0
690,105.9,MW023,68.3,2029.7,0.0
695,105.9,MW023,68.3,2021.1,0.0
700,105.9,MW023,68.3,2023.7,0.0
705,105.9,MW023,68.3,2008.0,0.0
710,105.9,MW023,68.3,2027.8,0.0
715,105.9,MW023,68.3,2007.7,0.0
720,105.9,MW023,68.3,2003.5,0.0
725,105.9,MW023,68.3,2028.1,0.0
730,105.9,MW023,68.3,2016.5,0.0
735,106.0,MW023,68.2,1957.5,0.0
740,105.9,MW023,68.3,2019.5,0.0
745,106.0,MW023,68.2,1955.9,0.0
750,106.0,MW023,68.2,1966.9,0.0
755,105.9,MW023,68.3,1996.2,0.0
760,105.9,MW023,68.3,1988.7,0.0
765,105.9,MW023,68.3,2001.6,0.0
770,106.0,MW023,68.3,1985.7,0.0
775,105.9,MW023,68.3,1996.2,0.0
780,106.0,MW023,68.2,1942.4,0.0
785,106.0,MW023,68.2,1965.7,0.0
790,105.9,MW023,68.3,2005.3,0.0
795,106.0,MW023,68.2,1951.1,0.0
800,105.9,MW023,68.3,2003.8,0.0
805,106.0,MW023,68.2,1974.7,0.0
810,105.9,MW023,68.3,2032.8,0.0
815,106.0,MW023,68.2,1964.9,0.0
820,106.0,MW023,68.3,1983.4,0.0
825,105.9,MW023,68.3,1992.0,0.0
830,105.9,MW023,68.3,1998.1,0.0
835,106.0,MW023,68.2,1972.8,0.0
840,105.9,MW023,68.3,2004.7,0.0
845,106.0,MW023,68.2,1965.0,0.0
850,106.0,MW023,68.2,1964.8,0.0
855,105.9,MW023,68.3,1993.4,0.0
860,105.9,MW023,68.3,1986.7,0.0
865,106.0,MW023,68.2,1970.3,0.0
870,106.0,MW023,68.2,1983.7,0.0
875,106.0,MW023,68.2,1969.0,0.0
880,106.0,MW023,68.2,1952.6,0.0
885,106.0,MW023,68.2,1986.0,0.0
890,105.9,MW023,68.3,1995.5,0.0
895,106.0,MW023,68.2,1971.0,0.0
900,106.0,MW023,68.2,1951.7,0.0
905,106.0,MW023,68.2,1964.1,0.0
910,106.0,MW023,68.2,1964.8,0.0
915,106.0,MW023,68.2,1980.1,0.0
920,106.0,MW023,68.2,1952.6,0.0
925,106.0,MW023,68.2,1968.5,0.0
930,106.0,MW023,68.2,1960.2,0.0
935,106.0,MW023,68.2,1952.0,0.0
940,106.0,MW023,68.2,1978.0,0.0
945,106.0,MW023,68.2,1944.5,0.0
950,106.0,MW023,68.2,1907.7,0.0
955,106.0,MW023,68.2,1951.4,0.0
960,106.0,MW023,68.2,1927.7,0.0
965,106.0,MW023,68.2,1968.1,0.0
970,106.0,MW023,68.2,1945.5,0.0
975,106.0,MW023,68.2,1952.5,0.0
980,106.0,MW023,68.2,1947.3,0.0
985,106.0,MW023,68.2,1947.4,0.0
990,106.0,MW023,68.2,1976.6,0.0
995,106.0,MW023,68.2,1930.4,0.0
1000,106.0,MW023,68.2,1977.9,0.0
1005,106.0,MW023,68.2,1944.5,0.0
1010,106.0,MW023,68.2,1907.2,0.0
1015,106.0,MW023,68.2,1938.2,0.0
1020,106.0,MW023,68.2,1922.5,0.0
1025,106.0,MW023,68.2,1926.1,0.0
1030,106.0,MW023,68.1,1867.2,0.0
1035,106.0,MW023,68.1,1847.8,0.0
1040,106.0,MW023,68.1,1807.4,0.0
1045,106.0,MW023,68.1,1809.1,0.0
1050,106.0,MW023,68.1,1820.1,0.0
1055,106.1,MW023,68.1,1793.1,0.0
1060,106.0,MW023,68.1,1817.6,0.0
1065,106.0,MW023,68.1,1805.3,0.0
1070,106.1,MW023,68.1,1795.3,0.0
1075,106.1,MW023,68.1,1791.1,0.0
1080,106.1,MW023,68.1,1789.3,0.0
1085,106.0,MW023,68.1,1806.7,0.0
1090,106.1,MW023,68.1,1780.2,0.0
1095,106.1,MW023,68.1,1792.2,0.0
1100,106.1,MW023,68.1,1790.1,0.0
1105,106.1,MW023,68.0,1774.4,0.0
1110,106.1,MW023,68.1,1786.5,0.0
1115,106.1,MW023,68.1,1791.1,0.0
1120,106.1,MW023,68.1,1784.5,0.0
1125,106.0,MW023,68.1,1806.0,0.0
1130,106.1,MW023,68.1,1789.9,0.0
1135,106.1,MW023,68.1,1784.8,0.0
1140,106.1,MW023,68.0,1760.1,0.0
1145,106.1,MW023,68.0,1760.1,0.0
1150,106.1,MW023,67.9,1627.3,0.0
1155,106.2,MW023,67.9,1541.4,0.0
1160,106.2,MW023,67.8,1516.2,0.0
1165,106.2,MW023,67.8,1477.0,0.0
1170,106.2,MW023,67.8,1517.5,0.0
1175,106.2,MW023,67.8,1497.9,0.0
1180,106.2,MW023,67.8,1486.6,0.0
1185,106.2,MW023,67.8,1441.2,0.0
1190,106.2,MW023,67.8,1450.0,0.0
1195,106.2,MW023,67.8,1449.5,0.0
1200,106.2,MW023,67.8,1455.6,0.0
1205,106.2,MW023,67.8,1521.9,0.0
1210,106.2,MW023,67.9,1585.3,0.0
1215,106.2,MW023,67.8,1513.2,0.0
1220,106.2,MW023,67.7,1476.9,0.0
1225,106.2,MW023,67.7,1463.1,0.0
1230,106.2,MW023,67.7,1481.0,0.0
1235,106.2,MW023,67.8,1502.6,0.0
1240,106.2,MW023,67.7,1470.5,0.0
1245,106.2,MW023,67.8,1501.5,0.0
1250,106.2,MW023,67.7,1470.3,0.0
1255,106.2,MW023,67.7,1452.7,0.0
1260,106.2,MW023,67.7,1477.3,0.0
1265,106.2,MW023,67.8,1506.0,0.0
1270,106.2,MW023,67.8,1506.9,0.0
1275,106.2,MW023,67.8,1501.9,0.0
1280,106.2,MW023,67.8,1446.9,0.0
1285,106.2,MW023,67.8,1450.1,0.0
1290,106.2,MW023,67.8,1492.0,0.0
1295,106.2,MW023,67.9,1541.1,0.0
1300,106.2,MW023,67.8,1494.9,0.0
1305,106.2,MW023,67.8,1500.7,0.0
1310,106.2,MW023,67.8,1487.9,0.0
1315,106.2,MW023,67.8,1495.4,0.0
1320,106.2,MW023,67.8,1502.4,0.0
1325,106.2,MW023,67.8,1498.7,0.0
1330,106.2,MW023,67.8,1497.9,0.0
1335,106.2,MW023,67.8,1493.2,0.0
1340,106.2,MW023,67.8,1502.2,0.0
1345,106.2,MW023,67.8,1529.8,0.0
1350,106.2,MW023,67.8,1516.1,0.0
1355,106.2,MW023,67.8,1500.4,0.0
1360,106.2,MW023,67.8,1535.6,0.0
1365,106.2,MW023,67.8,1528.6,0.0
1370,106.2,MW023,67.8,1506.8,0.0
1375,106.2,MW023,67.8,1526.1,0.0
1380,106.2,MW023,67.8,1507.3,0.0
1385,106.2,MW023,67.8,1494.3,0.0
1390,106.2,MW023,67.8,1451.2,0.0
1395,106.2,MW023,67.8,1475.5,0.0
1400,106.2,MW023,67.8,1465.9,0.0
1405,106.2,MW023,67.8,1444.4,0.0
1410,106.2,MW023,67.8,1418.9,0.0
1415,106.2,MW023,67.8,1428.0,0.0
1420,106.2,MW023,67.8,1453.5,0.0
1425,106.2,MW023,67.8,1448.6,0.0
1430,106.2,MW023,67.8,1435.9,0.0
1435,106.2,MW023,67.8,1426.9,0.0
1440,106.2,MW023,67.8,1429.8,0.0
1445,106.2,MW023,67.8,1444.7,0.0
1450,106.3,MW023,67.8,1387.2,0.0
1455,106.3,MW023,67.8,1379.6,0.0
1460,106.3,MW023,67.8,1377.3,0.0
1465,106.3,MW023,67.7,1350.2,0.0
1470,106.3,MW023,67.7,1317.3,0.0
1475,106.3,MW023,67.7,1359.4,0.0
1480,106.3,MW023,67.7,1328.7,0.0
1485,106.3,MW023,67.7,1288.1,0.0
1490,106.3,MW023,67.7,1328.2,0.0
1495,106.3,MW023,67.8,1379.9,0.0
1500,106.3,MW023,67.8,1367.4,0.0
1505,106.3,MW023,67.7,1339.5,0.0
1510,106.3,MW023,67.7,1365.0,0.0
1515,106.3,MW023,67.8,1369.3,0.0
1520,106.3,MW023,67.7,1359.9,0.0
1525,106.3,MW023,67.8,1387.1,0.0
1530,106.3,MW023,67.8,1368.1,0.0
1535,106.3,MW023,67.8,1372.5,0.0
1540,106.3,MW023,67.7,1364.0,0.0
1545,106.3,MW023,67.7,1361.6,0.0
1550,106.3,MW023,67.7,1352.5,0.0
1555,106.3,MW023,67.8,1395.8,0.0
1560,106.3,MW023,67.7,1364.3,0.0
1565,106.3,MW023,67.7,1349.7,0.0
1570,106.3,MW023,67.8,1416.3,0.0
1575,106.3,MW023,67.7,1361.3,0.0
1580,106.3,MW023,67.7,1342.5,0.0
1585,106.3,MW023,67.8,1368.6,0.0
1590,106.3,MW023,67.7,1357.5,0.0
1595,106.3,MW023,67.8,1375.0,0.0
1600,106.3,MW023,67.8,1380.0,0.0
1605,106.3,MW023,67.8,1383.2,0.0
1610,106.3,MW023,67.7,1356.6,0.0
1615,106.3,MW023,67.7,1359.3,0.0
1620,106.3,MW023,67.8,1373.0,0.0
1625,106.3,MW023,67.7,1341.7,0.0
1630,106.3,MW023,67.8,1397.0,0.0
1635,106.3,MW023,67.7,1356.6,0.0
1640,106.3,MW023,67.7,1348.7,0.0
1645,106.3,MW023,67.7,1343.0,0.0
1650,106.3,MW023,67.8,1381.3,0.0
1655,106.3,MW023,67.7,1362.0,0.0
1660,106.3,MW023,67.7,1357.1,0.0
1665,106.3,MW023,67.7,1358.8,0.0
1670,106.3,MW023,67.7,1344.9,0.0
1675,106.3,MW023,67.7,1353.1,0.0
1680,106.3,MW023,67.7,1365.5,0.0
1685,106.3,MW023,67.7,1348.8,0.0
1690,106.3,MW023,67.8,1379.3,0.0
1695,106.3,MW023,67.8,1373.1,0.0
1700,106.3,MW023,67.8,1383.0,0.0
1705,106.3,MW023,67.7,1312.7,0.0
1710,106.3,MW023,67.7,1344.5,0.0
1715,106.3,MW023,67.7,1347.7,0.0
1720,106.3,MW023,67.7,1369.7,0.0
1725,106.3,MW023,67.7,1361.8,0.0
1730,106.3,MW023,67.7,1367.2,0.0
1735,106.3,MW023,67.7,1354.7,0.0
1740,106.3,MW023,67.8,1379.3,0.0
1745,106.3,MW023,67.7,1350.0,0.0
1750,106.3,MW023,67.7,1354.1,0.0
1755,106.3,MW023,67.7,1341.9,0.0
1760,106.3,MW023,67.8,1395.2,0.0
1765,106.3,MW023,67.7,1359.1,0.0
1770,106.3,MW023,67.8,1373.2,0.0
1775,106.3,MW023,67.7,1361.7,0.0
1780,106.3,MW023,67.7,1358.3,0.0
1785,106.3,MW023,67.7,1347.4,0.0
1790,106.3,MW023,67.8,1417.2,0.0
1795,106.3,MW023,67.7,1305.7,0.0
1800,106.3,MW023,67.8,1373.7,0.0
1805,106.3,MW023,67.7,1344.0,0.0
1810,106.3,MW023,67.7,1338.9,0.0
1815,106.3,MW023,67.7,1342.4,0.0
1820,106.3,MW023,67.7,1350.5,0.0
1825,106.3,MW023,67.7,1370.0,0.0
1830,106.3,MW023,67.7,1351.9,0.0
1835,106.3,MW023,67.7,1360.0,0.0
1840,106.3,MW023,67.7,1331.7,0.0
1845,106.3,MW023,67.7,1347.8,0.0
1850,106.3,MW023,67.7,1371.2,0.0
1855,106.3,MW023,67.7,1339.2,0.0
1860,106.3,MW023,67.7,1363.9,0.0
1865,106.3,MW023,67.7,1350.1,0.0
1870,106.3,MW023,67.7,1340.7,0.0
1875,106.3,MW023,67.7,1309.7,0.0
1880,106.3,MW023,67.8,1376.7,0.0
1885,106.3,MW023,67.7,1340.4,0.0
1890,106.3,MW023,67.7,1353.8,0.0
1895,106.3,MW023,67.7,1350.8,0.0
1900,106.3,MW023,67.7,1347.2,0.0
1905,106.3,MW023,67.7,1359.4,0.0
1910,106.3,MW023,67.8,1376.6,0.0
1915,106.3,MW023,67.7,1322.9,0.0
1920,106.3,MW023,67.7,1354.2,0.0
1925,106.2,MW023,67.8,1448.6,0.0
1930,106.2,MW023,67.9,1549.8,0.0
1935,106.1,MW023,68.0,1695.9,0.0
1940,106.1,MW023,68.1,1748.6,0.0
1945,106.1,MW023,68.2,1795.2,0.0
1950,106.0,MW023,68.2,1846.3,0.0
1955,106.0,MW023,68.2,1836.1,0.0
1960,106.0,MW023,68.2,1841.2,0.0
1965,106.0,MW023,68.2,1814.0,0.0
1970,106.0,MW023,68.2,1825.2,0.0
1975,106.0,MW023,68.2,1820.0,0.0
1980,106.1,MW023,68.2,1763.1,0.0
1985,106.1,MW023,68.1,1772.6,0.0
1990,106.0,MW023,68.2,1853.1,0.0
1995,106.0,MW023,68.3,1976.3,0.0
2000,106.0,MW023,68.3,1982.5,0.0
2005,106.0,MW023,68.3,1984.4,0.0
2010,105.9,MW023,68.3,2011.7,0.0
2015,105.9,MW023,68.3,2025.2,0.0
2020,105.9,MW023,68.3,2025.4,0.0
2025,105.9,MW023,68.3,2047.3,0.0
2030,105.9,MW023,68.3,1989.1,0.0
2035,105.9,MW023,68.3,2040.9,0.0
2040,105.9,MW023,68.3,2028.5,0.0
2045,105.9,MW023,68.3,2008.6,0.0
2050,105.9,MW023,68.3,2036.5,0.0
2055,106.0,MW023,68.2,1951.4,0.0
2060,106.0,MW023,68.1,1892.9,0.0
2065,106.0,MW023,68.1,1836.0,0.0
2070,106.0,MW023,68.1,1860.1,0.0
2075,106.0,MW023,68.0,1835.7,0.0
2080,106.0,MW023,68.0,1823.3,0.0
2085,106.0,MW023,68.1,1846.5,0.0
2090,106.0,MW023,68.0,1820.1,0.0
2095,106.0,MW023,68.0,1805.4,0.0
2100,106.0,MW023,68.1,1842.9,0.0
2105,106.0,MW023,68.0,1822.5,0.0
2110,106.0,MW023,68.0,1825.8,0.0
2115,106.0,MW023,68.0,1827.2,0.0
2120,106.0,MW023,68.0,1829.8,0.0
2125,106.0,MW023,68.0,1830.5,0.0
2130,106.0,MW023,68.0,1831.6,0.0
2135,106.0,MW023,68.0,1831.4,0.0
2140,106.0,MW023,68.1,1853.3,0.0
2145,106.0,MW023,68.0,1821.5,0.0
2150,106.0,MW023,68.0,1823.8,0.0
2155,106.0,MW023,68.0,1833.8,0.0
2160,106.1,MW023,68.0,1780.8,0.0
2165,106.0,MW023,68.0,1841.2,0.0
2170,106.0,MW023,68.0,1831.1,0.0
2175,106.0,MW023,68.1,1848.8,0.0
2180,106.0,MW023,68.0,1824.2,0.0
2185,106.0,MW023,68.0,1832.8,0.0
2190,106.0,MW023,68.0,1825.8,0.0
2195,106.0,MW023,68.0,1831.2,0.0
2200,106.0,MW023,68.1,1862.1,0.0
2205,106.0,MW023,68.0,1825.2,0.0
2210,106.0,MW023,68.0,1837.4,0.0
2215,106.0,MW023,68.0,1821.1,0.0
2220,106.0,MW023,68.0,1832.1,0.0
2225,106.0,MW023,68.0,1824.2,0.0
2230,106.0,MW023,68.0,1840.7,0.0
2235,106.0,MW023,68.0,1839.3,0.0
2240,106.0,MW023,68.1,1863.0,0.0
2245,106.0,MW023,68.0,1832.7,0.0
2250,106.0,MW023,68.0,1829.3,0.0
2255,106.0,MW023,68.0,1847.3,0.0
2260,106.0,MW023,68.1,1862.4,0.0
2265,106.0,MW023,68.0,1844.4,0.0
2270,106.0,MW023,68.0,1842.6,0.0
2275,106.0,MW023,68.0,1830.5,0.0
2280,106.0,MW023,68.0,1825.9,0.0
2285,106.0,MW023,68.0,1847.0,0.0
2290,106.0,MW023,68.1,1858.6,0.0
2295,106.0,MW023,68.0,1835.8,0.0
2300,106.0,MW023,68.0,1830.6,0.0
2305,106.0,MW023,68.0,1843.2,0.0
2310,106.0,MW023,68.1,1865.4,0.0
2315,106.0,MW023,68.0,1834.7,0.0
2320,106.0,MW023,68.0,1822.3,0.0
2325,106.0,MW023,68.0,1825.9,0.0
2330,106.0,MW023,68.0,1838.9,0.0
2335,106.0,MW023,68.0,1826.6,0.0
2340,106.0,MW023,68.0,1840.6,0.0
2345,106.0,MW023,68.0,1845.8,0.0
2350,106.0,MW023,68.0,1844.3,0.0
2355,106.0,MW023,68.0,1838.5,0.0
2360,106.0,MW023,68.1,1854.6,0.0
2365,106.0,MW023,68.0,1834.8,0.0
2370,106.0,MW023,68.1,1853.8,0.0
2375,106.0,MW023,68.0,1818.4,0.0
2380,106.0,MW023,68.0,1813.2,0.0
2385,106.0,MW023,68.0,1848.2,0.0
2390,106.0,MW023,68.1,1867.4,0.0
2395,106.0,MW023,68.0,1835.6,0.0
2400,106.0,MW023,68.0,1827.4,0.0
2405,106.0,MW023,68.1,1850.4,0.0
2410,106.0,MW023,68.0,1838.1,0.0
2415,106.0,MW023,68.0,1845.4,0.0
2420,106.0,MW023,68.0,1841.0,0.0
2425,106.0,MW023,68.0,1842.9,0.0
2430,106.0,MW023,68.1,1856.2,0.0
2435,106.0,MW023,68.0,1820.2,0.0
2440,106.0,MW023,68.0,1843.7,0.0
2445,106.0,MW023,68.0,1848.1,0.0
2450,106.0,MW023,68.0,1837.1,0.0
2455,106.0,MW023,68.1,1853.4,0.0
2460,106.0,MW023,68.0,1847.4,0.0
2465,106.0,MW023,68.0,1836.1,0.0
2470,106.1,MW023,68.0,1778.2,0.0
2475,106.1,MW023,67.9,1720.7,0.0
2480,106.1,MW023,67.9,1742.7,0.0
2485,106.1,MW023,67.9,1735.4,0.0
2490,106.1,MW023,67.9,1727.0,0.0
2495,106.1,MW023,67.9,1725.4,0.0
2500,106.1,MW023,67.9,1717.3,0.0
2505,106.1,MW023,67.9,1709.7,0.0
2510,106.1,MW023,67.9,1719.6,0.0
2515,106.1,MW023,67.9,1705.1,0.0
2520,106.1,MW023,67.9,1695.5,0.0
2525,106.1,MW023,67.9,1713.2,0.0
2530,106.1,MW023,67.9,1706.0,0.0
2535,106.1,MW023,67.9,1704.2,0.0
2540,106.1,MW023,67.9,1661.1,0.0
2545,106.1,MW023,67.9,1673.8,0.0
2550,106.1,MW023,67.9,1684.4,0.0
2555,106.1,MW023,67.9,1701.3,0.0
2560,106.1,MW023,67.9,1704.5,0.0
2565,106.1,MW023,67.9,1689.3,0.0
2570,106.1,MW023,67.9,1683.6,0.0
2575,106.1,MW023,67.9,1702.0,0.0
2580,106.1,MW023,67.9,1659.2,0.0
2585,106.2,MW023,67.8,1552.1,0.0
2590,106.2,MW023,67.8,1488.4,0.0
2595,106.2,MW023,67.8,1462.5,0.0
2600,106.2,MW023,67.8,1471.1,0.0
2605,106.2,MW023,67.8,1438.6,0.0
2610,106.3,MW023,67.8,1410.5,0.0
2615,106.3,MW023,67.8,1413.0,0.0
2620,106.3,MW023,67.8,1395.4,0.0
2625,106.2,MW023,67.8,1446.4,0.0
2630,106.3,MW023,67.7,1373.5,0.0
2635,106.3,MW023,67.8,1411.9,0.0
2640,106.3,MW023,67.7,1395.1,0.0
2645,106.3,MW023,67.8,1409.5,0.0
2650,106.2,MW023,67.8,1421.2,0.0
2655,106.3,MW023,67.8,1387.8,0.0
2660,106.3,MW023,67.7,1322.2,0.0
2665,106.3,MW023,67.8,1396.2,0.0
2670,106.3,MW023,67.8,1389.9,0.0
2675,106.3,MW023,67.8,1378.9,0.0
2680,106.3,MW023,67.8,1377.0,0.0
2685,106.3,MW023,67.8,1370.8,0.0
2690,106.3,MW023,67.8,1391.7,0.0
2695,106.3,MW023,67.8,1411.4,0.0
2700,106.3,MW023,67.8,1374.1,0.0
2705,106.3,MW023,67.8,1377.8,0.0
2710,106.2,MW023,67.8,1444.6,0.0
2715,106.2,MW023,67.8,1421.1,0.0
2720,106.3,MW023,67.8,1409.9,0.0
2725,106.3,MW023,67.8,1404.9,0.0
2730,106.2,MW023,67.8,1464.3,0.0
2735,106.3,MW023,67.7,1390.1,0.0
2740,106.3,MW023,67.8,1403.4,0.0
2745,106.3,MW023,67.8,1417.9,0.0
2750,106.2,MW023,67.8,1426.6,0.0
2755,106.2,MW023,67.8,1433.9,0.0
2760,106.3,MW023,67.7,1392.8,0.0
2765,106.3,MW023,67.8,1408.0,0.0
2770,106.3,MW023,67.8,1393.0,0.0
2775,106.3,MW023,67.8,1390.2,0.0
2780,106.3,MW023,67.8,1388.8,0.0
2785,106.3,MW023,67.8,1393.4,0.0
2790,106.3,MW023,67.8,1361.4,0.0
2795,106.3,MW023,67.8,1388.7,0.0
2800,106.3,MW023,67.8,1380.4,0.0
2805,106.3,MW023,67.8,1382.6,0.0
2810,106.3,MW023,67.8,1383.9,0.0
2815,106.3,MW023,67.7,1353.9,0.0
2820,106.3,MW023,67.8,1394.7,0.0
2825,106.3,MW023,67.7,1378.9,0.0
2830,106.2,MW023,67.7,1444.4,0.0
2835,106.2,MW023,67.7,1461.0,0.0
2840,106.2,MW023,67.7,1476.0,0.0
2845,106.2,MW023,67.7,1458.9,0.0
2850,106.2,MW023,67.7,1453.1,0.0
2855,106.2,MW023,67.7,1467.1,0.0
2860,106.2,MW023,67.7,1458.3,0.0
2865,106.2,MW023,67.7,1459.1,0.0
2870,106.2,MW023,67.7,1431.5,0.0
2875,106.2,MW023,67.7,1462.0,0.0
2880,106.2,MW023,67.7,1422.0,0.0
2885,106.3,MW023,67.5,1323.3,0.0
2890,106.4,MW023,67.2,1109.2,0.0
2895,106.5,MW023,67.0,938.8,0.0
2900,106.7,MW023,66.9,562.2,0.0
2905,107.0,MW023,65.5,0.0,0.0
2910,107.0,MW023,65.3,0.0,0.0
2915,107.0,MW023,65.3,0.0,0.0
2920,107.0,MW023,65.3,0.0,0.0
2925,107.0,MW023,65.3,0.0,0.0
2930,107.0,MW023,65.3,0.0,0.0
2935,107.0,MW023,65.3,0.0,0.0
